3.4947,-0.04,
3.48,-0.04,
3.47,-0.04,
3.48,-0.04,
3.47,-0.04,
3.49,-0.04,
3.47,-0.04,
3.49,-0.04,
3.48,-0.04,
3.50,-0.04,
3.46,-0.04,
3.47,-0.04,
3.50,-0.04,
3.48,-0.04,
3.46,-0.04,
3.48,-0.04,
3.50,-0.04,
3.46,-0.04,
3.48,-0.04,
3.48,-0.04,
3.47,-0.04,
3.48,-0.04,
3.47,-0.04,
3.48,-0.04,
3.47,-0.04,
3.49,-0.04,
3.47,-0.04,
3.49,-0.04,
3.47,-0.04,
3.49,-0.04,
3.47,-0.04,
3.49,-0.04,
3.47,-0.04,
3.48,-0.04,
3.47,-0.04,
3.49,-0.04,
3.47,-0.04,
3.49,-0.04,
3.47,-0.04,
3.49,-0.04,
3.47,-0.04,
3.49,-0.04,
3.47,-0.04,
3.49,-0.04,
3.47,-0.04,
3.49,-0.04,
3.47,-0.04,
3.49,-0.04,
3.47,-0.04,
3.49,-0.04,
3.47,-0.04,
3.49,-0.04,
3.47,-0.04,
3.49,-0.04,
3.46,-0.04,
3.49,-0.04,
3.47,-0.04,
3.49,-0.04,
3.47,-0.04,
3.49,-0.04,
3.46,-0.04,
3.49,-0.04,
3.46,-0.04,
3.49,-0.04,
3.46,-0.04,
3.49,-0.04,
3.46,-0.04,
3.49,-0.04,
3.46,-0.04,
3.49,-0.04,
3.46,-0.04,
3.49,-0.04,
3.46,-0.04,
3.49,-0.04,
3.46,-0.04,
3.49,-0.04,
3.46,-0.04,
3.49,-0.04,
3.46,-0.04,
3.49,-0.04,
3.46,-0.04,
3.49,-0.04,
3.46,-0.04,
3.49,-0.04,
3.46,-0.04,
3.49,-0.04,
3.46,-0.04,
3.49,-0.04,
3.46,-0.04,
3.49,-0.04,
3.46,-0.04,
3.49,-0.04,
3.46,-0.04,
3.49,-0.04,
3.46,-0.04,
3.49,-0.04,
3.46,-0.04,
3.49,-0.04,
3.46,-0.04,
3.49,-0.04,
3.46,-0.04,
3.49,-0.04,
3.45,-0.04,
3.49,-0.04,
3.46,-0.04,
3.49,-0.04,
3.46,-0.04,
3.50,-0.04,
3.45,-0.04,
3.49,-0.04,
3.46,-0.04,
3.50,-0.04,
3.46,-0.04,
3.49,-0.04,
3.45,-0.04,
3.49,-0.04,
3.45,-0.04,
3.50,-0.04,
3.46,-0.04,
3.50,-0.04,
3.46,-0.04,
3.50,-0.04,
3.45,-0.04,
3.49,-0.04,
3.45,-0.04,
3.49,-0.04,
3.45,-0.04,
3.50,-0.04,
3.45,-0.04,
3.50,-0.04,
3.46,-0.04,
3.50,-0.04,
3.45,-0.04,
3.49,-0.04,
3.45,-0.04,
3.50,-0.04,
3.45,-0.04,
3.49,-0.04,
3.45,-0.04,
3.49,-0.04,
3.45,-0.04,
3.50,-0.04,
3.45,-0.04,
3.50,-0.04,
3.45,-0.04,
3.50,-0.04,
3.45,-0.04,
3.49,-0.04,
3.45,-0.04,
3.50,-0.04,
3.45,-0.04,
3.49,-0.04,
3.46,-0.04,
3.50,-0.04,
3.45,-0.04,
3.50,-0.04,
3.45,-0.04,
3.50,-0.04,
3.45,-0.04,
3.50,-0.04,
3.45,-0.04,
3.49,-0.04,
3.45,-0.04,
3.50,-0.04,
3.46,-0.04,
3.49,-0.04,
3.46,-0.04,
3.49,-0.04,
3.45,-0.04,
3.50,-0.04,
3.45,-0.04,
3.50,-0.04,
3.45,-0.04,
3.50,-0.04,
3.45,-0.04,
3.49,-0.04,
3.46,-0.04,
3.50,-0.04,
3.45,-0.04,
3.50,-0.04,
3.45,-0.04,
3.49,-0.04,
3.46,-0.04,
3.49,-0.04,
3.46,-0.04,
3.49,-0.04,
3.46,-0.04,
3.50,-0.04,
3.46,-0.04,
3.49,-0.04,
3.46,-0.04,
3.49,-0.04,
3.46,-0.04,
3.49,-0.04,
3.46,-0.04,
3.49,-0.04,
3.46,-0.04,
3.49,-0.04,
3.46,-0.04,
3.49,-0.04,
3.46,-0.04,
3.49,-0.04,
3.46,-0.04,
3.49,-0.04,
3.46,-0.04,
3.49,-0.04,
3.46,-0.04,
3.49,-0.04,
3.46,-0.04,
3.49,-0.04,
3.46,-0.04,
3.49,-0.04,
3.46,-0.04,
3.49,-0.04,
3.46,-0.04,
3.49,-0.04,
3.46,-0.04,
3.49,-0.04,
3.46,-0.04,
3.49,-0.04,
3.46,-0.04,
3.49,-0.04,
3.46,-0.04,
3.49,-0.04,
3.46,-0.04,
3.49,-0.04,
3.47,-0.04,
3.49,-0.04,
3.46,-0.04,
3.49,-0.04,
3.47,-0.04,
